,car_ID,symboling,carCompany,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
5599,Volkswagen Polo 1.5 TDI Highline,2015,550000,90000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5.0
5600,Maruti Swift ZXI ABS,2007,215000,100750,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0
5601,Hyundai Accent GLS 1.6 ABS,2006,110000,140000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm,5.0
5602,Honda City 2017-2020 EXi,2007,170000,110000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
5603,Tata Nexon 1.2 Revotron XZ Plus,2018,850000,40000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0
5604,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,350000,148000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
5605,Hyundai Santro AT,2005,120000,190000,Petrol,Individual,Automatic,Second Owner,,,,,
5606,Tata Indica Vista Quadrajet LS,2015,250000,155000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
5607,Ford Figo Aspire 1.5 TDCi Titanium,2015,433000,70000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
5608,Toyota Fortuner 3.0 Diesel,2010,1200000,100000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
5609,Hyundai EON D Lite Plus,2015,300000,45000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
5610,Maruti Zen LX BSII,1998,70000,40000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
5611,Mahindra Bolero 2011-2019 EX AC,2017,760000,90000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
5612,Hyundai EON Era Plus,2014,250000,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
5613,Hyundai Santro Xing GL Plus,2013,187000,120000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
5614,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
5615,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0
5616,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
5617,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0
5618,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
5619,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
5620,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
5621,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5622,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
5623,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0
5624,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
5625,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
5626,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
5627,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0
5628,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
5629,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
5630,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
5631,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0
5632,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5.0
5633,Maruti Swift VDI,2013,335000,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5634,Maruti Swift Dzire VXI,2016,488000,80000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
5635,Maruti SX4 Zxi with Leather BSIII,2008,111000,110000,Petrol,Individual,Manual,Third Owner,15.6 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5.0
5636,Maruti Ciaz VDi Plus,2015,600000,70000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
5637,Maruti Swift VXI,2020,570000,5000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
5638,Hyundai Santro Xing XS,2007,110000,75000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5.0
5639,Maruti Swift ZXI,2014,434999,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
5640,Hyundai EON Era Plus,2014,229999,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
5641,Nissan Terrano XL Plus 85 PS,2014,490000,90000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
5642,Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0
5643,Chevrolet Beat LT,2017,350000,90000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0
5644,Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
5645,Tata Indigo CS eLX BS IV,2017,385000,155000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0
5646,Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68.07 bhp,99.07Nm@ 4500rpm,5.0
5647,Toyota Fortuner 2.8 4WD MT BSIV,2018,3200000,50000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7.0
5648,Hyundai i20 Asta Option 1.2,2015,495000,30000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
5649,Hyundai i20 Asta Option 1.4 CRDi,2016,575000,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
5650,Tata Indigo CS LX (TDI) BS-III,2013,200000,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0
5651,Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
5652,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,300000,64000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0
5653,Chevrolet Sail 1.2 LS ABS,2015,350000,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0
5654,Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0
5655,Tata Manza Club Class Quadrajet90 VX,2013,280000,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0
5656,Hyundai Xcent 1.2 VTVT S,2017,600000,5000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
5657,Hyundai Verna 1.6 VTVT S Option,2015,700000,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5.0
5658,Honda City i DTec V,2014,560000,72000,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
5659,Maruti Swift VDI BSIV W ABS,2016,565000,72000,Diesel,Dealer,Manual,First Owner,,,,,
5660,Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Individual,Manual,First Owner,19.98 kmpl,1461 CC,108.5 bhp,245Nm@ 1750rpm,8.0
5661,Mahindra Bolero DI AC BSIII,2005,250000,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
5662,Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0
5663,Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5.0
5664,Mahindra XUV500 W6 2WD,2013,750000,110000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
5665,Maruti Alto 800 LXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
5666,Maruti Ertiga ZDI,2014,620000,130000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
5667,Maruti Swift VDI,2013,400000,188000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5668,Tata Indica V2 DLX,2008,67000,80000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
5669,Ford Figo 1.5D Titanium MT,2015,480000,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
5670,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,48676,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,35 bhp,"6.1@ 3,000(kgm@ rpm)",8.0
5671,Hyundai Santro Xing XL eRLX Euro II,2006,105000,60000,Petrol,Individual,Manual,Third Owner,,,,,
5672,Datsun GO Plus Anniversary Edition,2018,475000,40000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0
5673,Toyota Etios Liva GD,2012,275000,120000,Diesel,Individual,Manual,Second Owner,,,,,
5674,Tata Indica DLX,2003,40000,70000,Diesel,Individual,Manual,First Owner,,,,,
5675,Maruti Alto 800 VXI,2018,300000,15000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
5676,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
5677,Tata Indica Vista Terra TDI BSIII,2011,70000,80000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5.0
5678,Ford EcoSport 1.5 TDCi Titanium BSIV,2017,900000,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
5679,Toyota Etios 1.4 VXD,2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0
5680,Hyundai Santro DX,2003,55000,120000,Petrol,Individual,Manual,Third Owner,,,,,
5681,Maruti Zen LXI,2000,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
5682,Hyundai Grand i10 Asta,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
5683,Renault Duster 85PS Diesel RxL Optional,2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
5684,Hyundai Santro Era,2019,425000,15000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
5685,Maruti Ciaz ZDi Plus SHVS,2017,900000,65000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
5686,Hyundai i20 Sportz 1.2,2015,516000,90000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
5687,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,150000,70000,Petrol,Individual,Manual,Second Owner,16.5 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0
5688,Maruti Wagon R LXI BS IV,2016,400000,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
5689,Mahindra Scorpio S4 Plus,2016,800000,79500,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
5690,Hyundai Santro Xing XS,2007,165000,90000,Petrol,Individual,Manual,Third Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5.0
5691,Nissan Terrano XL 85 PS,2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
5692,Maruti Swift Dzire VDI,2015,440000,110000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5693,Hyundai Verna 1.6 SX CRDi (O),2011,390000,153000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
5694,Ford Fiesta 1.4 Duratec ZXI,2008,136000,200185,Petrol,Individual,Manual,First Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0
5695,Maruti Swift Dzire ZDI,2013,475000,149000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5696,Ford Figo 1.5D Titanium MT,2016,515000,100000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
5697,Tata Venture EX 7 Str,2012,175000,90000,Diesel,Individual,Manual,Second Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7.0
5698,Maruti SX4 ZDI Leather,2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0
5699,Toyota Etios Liva GD SP,2012,405000,150000,Diesel,Individual,Manual,First Owner,,,,,
5700,Maruti Ignis 1.2 Delta BSIV,2018,535000,12000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
5701,Hyundai i10 Magna,2011,215000,40000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
5702,Maruti Zen LXI,1997,70000,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
5703,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,445000,27000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
5704,Maruti Wagon R VXI BS IV,2015,335000,120000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
5705,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
5706,Maruti Eeco 5 Seater AC BSIV,2014,300000,49025,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
5707,Tata Nano Twist XE,2015,110000,15000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000+/-500rpm,4.0
5708,Maruti Alto K10 LXI,2014,240000,90000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
5709,Tata Tiago 1.2 Revotron XE,2016,300000,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
5710,BMW 7 Series 730Ld,2010,2000000,90000,Diesel,Individual,Automatic,Second Owner,14.49 kmpl,2993 CC,258 bhp,560Nm@ 1500rpm,5.0
5711,Tata Indica V2 DLE BSII,2007,50000,80000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
5712,Chevrolet Tavera B1-10 seats BSII,2009,295000,195000,Diesel,Individual,Manual,Second Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",10.0
5713,Mahindra Scorpio 2.6 CRDe,2006,310000,90000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
5714,Maruti 800 AC,1997,29999,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
5715,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
5716,Maruti Vitara Brezza LDi Option,2016,640000,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
5717,Maruti Swift Dzire 1.2 Vxi BSIV,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
5718,Maruti Swift Dzire VXI,2013,385000,120000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
5719,Maruti Swift Dzire VDI,2013,409999,100000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5720,Mahindra XUV500 AT W10 AWD,2016,1300000,40000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
5721,Ford Fiesta 1.6 Duratec EXI,2009,210000,60000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1596 CC,101 bhp,"14.9@ 3,400(kgm@ rpm)",5.0
5722,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0
5723,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,112000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,9.0
5724,Ford Figo Diesel ZXI,2011,170000,70000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
5725,Honda City i DTEC VX,2014,650000,140000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
5726,Maruti Esteem AX,1997,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm,5.0
5727,Maruti Alto LXi,2012,145000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
5728,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,681000,27000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,230Nm@ 1500-2500rpm,5.0
5729,Honda City i DTEC VX,2015,635000,173000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
5730,Maruti Alto LXi BSIII,2010,140000,80000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
5731,Honda City i DTec VX,2016,750000,86000,Diesel,Individual,Manual,Third Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
5732,Honda City i DTEC V,2015,611000,80000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
5733,Maruti Alto LXi,2007,110000,120000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
5734,Maruti Wagon R AX BSIII,2006,100000,100000,Petrol,Individual,Automatic,Second Owner,16.0 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0
5735,Tata Indica Vista Quadrajet VX Tech,2014,225000,120000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0
5736,Hyundai Verna Transform CRDi VGT SX ABS,2010,250000,190000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0
5737,Mahindra Scorpio EX,2011,385000,120000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8.0
5738,Maruti Alto LXi,2012,135000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
5739,Maruti Alto LX,2006,65000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
5740,Maruti Alto K10 VXI,2016,260000,120000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
5741,Maruti Swift Dzire VDI,2014,465000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
5742,Maruti Swift 1.3 VXi,2007,150000,80000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,
5743,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0
5744,Hyundai i20 Asta,2009,200000,81000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0
5745,Chevrolet Beat LS,2011,125000,90000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0
5746,Maruti 800 Std,2001,45000,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
5747,Chevrolet Beat LS,2012,124000,40000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0
5748,Tata Indica GLS BS IV,2007,80000,80000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1193 CC,65.3 bhp,102Nm@ 2600rpm,5.0
5749,Maruti Ertiga VXI CNG Limited Edition,2014,545000,35000,CNG,Individual,Manual,First Owner,22.8 km/kg,1373 CC,80.9 bhp,110Nm@ 4000rpm,7.0
5750,Maruti Ertiga ZDI Plus,2019,1050000,20000,Diesel,Individual,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0
5751,Chevrolet Sail 1.2 LS,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0
5752,Mahindra XUV500 AT W10 FWD,2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
5753,Mahindra XUV500 W6 2WD,2014,750000,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
5754,Tata Tiago 1.2 Revotron XZ,2016,425000,13500,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
5755,Maruti Alto 800 LXI Optional,2016,300000,38000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
5756,Maruti Ertiga ZDI Plus,2019,1200000,14000,Diesel,Individual,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0
